status_id,user_id,text,is_quote_status,retweet_count,favorite_count,favorited,retweeted,created_at
"1199872876234436608","983508625","RT @DeptDefence: .@AusAirForce Base Richmond recently hosted a group of young Aboriginal and Torres Strait Islander students, as part of th…",false,9,0,false,false,"Thu Nov 28 02:09:20 +0000 2019"
"1199872601931182080","109535426","RT @Senator_Patrick: Local content on the future submarine project is at 30% when 90% was promised. Now we have Australian companies not ev…",false,106,0,false,false,"Thu Nov 28 02:08:15 +0000 2019"
"1199854672393072640","235749248","RT @AusAmbDili: It is Proclamation of Independence Day in #TimorLeste.  Here 25 🇹🇱 Defence Force members training on 🇦🇺 ‘s MV Sycamore perf…",false,2,0,false,false,"Thu Nov 28 00:57:00 +0000 2019"
"1199850727763398656","235749248","RT @DeptDefence: .@Australian_Navy's HMAS Sirius conducts a dual replenishment at sea with Malaysian ships KD Lekiu and KD Kelantan during…",false,11,0,false,false,"Thu Nov 28 00:41:20 +0000 2019"
"1199844434927661056","797106713832914944","RT @WarintheFuture: A final session for our ⁦@AustraliaDssc⁩ class at the Australian War College with the Secretary of ⁦@DeptDefence⁩ and ⁦…",false,2,0,false,false,"Thu Nov 28 00:16:19 +0000 2019"
"1199840309137428480","1088291953085636608","RT @WarintheFuture: A final session for our ⁦@AustraliaDssc⁩ class at the Australian War College with the Secretary of ⁦@DeptDefence⁩ and ⁦…",false,2,0,false,false,"Wed Nov 27 23:59:56 +0000 2019"
"1199840169756463106","943906396180905984","A final session for our ⁦@AustraliaDssc⁩ class at the Australian War College with the Secretary of ⁦@DeptDefence⁩ a… https://t.co/izVrbTvfVJ",false,2,27,false,false,"Wed Nov 27 23:59:23 +0000 2019"
"1199826297666424834","336333450","RT @DeptDefence: .@Australian_Navy's HMAS Sirius conducts a dual replenishment at sea with Malaysian ships KD Lekiu and KD Kelantan during…",false,11,0,false,false,"Wed Nov 27 23:04:15 +0000 2019"
"1199819595353186304","307350286","RT @AusAmbDili: Thanks @LJSharland @ASPI_org - It is amazing that 20 years after peacekeepers were here #Timorleste is looking to do #peace…",true,1,0,false,false,"Wed Nov 27 22:37:37 +0000 2019"
"1199818615484141569","1067233939","RT @sonoftaiwan: @marcorubio @nytimes This proves that the Chinese are lying to the Allies, always.  #tiktok #Chinesespy #gladysliu #ASIO #…",false,3,0,false,false,"Wed Nov 27 22:33:44 +0000 2019"
"1199814577451458561","1679100120","RT @DeptDefence: .@Australian_Navy's HMAS Sirius conducts a dual replenishment at sea with Malaysian ships KD Lekiu and KD Kelantan during…",false,11,0,false,false,"Wed Nov 27 22:17:41 +0000 2019"
"1199809676562419719","2938840435","It is Proclamation of Independence Day in #TimorLeste.  Here 25 🇹🇱 Defence Force members training on 🇦🇺 ‘s MV Sycam… https://t.co/iYBFGE8ubo",false,2,26,false,false,"Wed Nov 27 21:58:12 +0000 2019"
"1199800613934182401","27338119","RT @DeptDefence: .@Australian_Navy's HMAS Sirius conducts a dual replenishment at sea with Malaysian ships KD Lekiu and KD Kelantan during…",false,11,0,false,false,"Wed Nov 27 21:22:12 +0000 2019"
"1199798458611224576","73049746","RT @DeptDefence: .@AusAirForce Base Richmond recently hosted a group of young Aboriginal and Torres Strait Islander students, as part of th…",false,9,0,false,false,"Wed Nov 27 21:13:38 +0000 2019"
"1199797268234297344","1529421373","RT @DeptDefence: .@Australian_Navy's HMAS Sirius conducts a dual replenishment at sea with Malaysian ships KD Lekiu and KD Kelantan during…",false,11,0,false,false,"Wed Nov 27 21:08:54 +0000 2019"
"1199796363363528704","1037016063093956608","RT @DeptDefence: .@Australian_Navy's HMAS Sirius conducts a dual replenishment at sea with Malaysian ships KD Lekiu and KD Kelantan during…",false,11,0,false,false,"Wed Nov 27 21:05:18 +0000 2019"
